property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Price_in_Crore,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,luxury_score_bin
house,experion windchants,sector 112,5294.6308724832215,5.0,5,3,2.0,Relatively New,3.9445,7450.0,0,1,0,0,0,0,45,"[0, 50)"
flat,emaar palm heights,sector 77,10370.0,3.0,3,3,17.0,New Property,2.1,2025.0,1,1,0,0,0,0,8,"[0, 50)"
flat,indiabulls centrum park,sector 103,8679.0,2.0,2,3,10.0,Relatively New,1.15,983.0,1,0,0,0,0,2,174,"[150, 200)"
flat,la vida by tata housing,sector 113,11755.0,2.0,2,2,13.0,New Property,1.5,1450.0,0,0,0,0,0,0,71,"[50, 100)"
flat,godrej nature plus,sector 33,15119.0,3.0,2,3+,20.0,New Property,1.4,98.0,0,0,0,0,0,0,70,"[50, 100)"
house,international city by sobha phase 1,sector 109,7241.152263374485,4.0,4,3+,2.0,Relatively New,1.7596,2430.0,1,1,1,1,0,0,160,"[150, 200)"
flat,tulip violet,sector 69,9453.0,4.0,4,2,0.0,Relatively New,1.9,2010.0,0,0,0,0,0,0,49,"[0, 50)"
house,madan puri,madanpuri,29326.666666666668,3.0,5,3,3.0,Moderately Old,1.7596,600.0,0,0,0,0,0,0,0,"[0, 50)"
house,vipul tatvam villa,sector 48,9574.074074074075,4.0,4,3,2.0,Moderately Old,3.82962962962963,4000.0,1,1,0,0,1,0,49,"[0, 50)"
house,independent,mayfield garden,6517.037037037037,4.0,4,2,4.0,Relatively New,1.7596,2700.0,0,1,0,0,0,2,49,"[0, 50)"
flat,tulip violet,sector 69,8929.0,3.0,3,1,12.0,Relatively New,1.4,1364.0,0,0,0,1,0,0,174,"[150, 200)"
flat,signature global city 81,sector 81,8639.0,2.0,2,3,2.0,Relatively New,0.825,955.0,0,0,0,0,0,0,53,"[50, 100)"
flat,my home,new sector 2,4400.0,2.0,2,1,1.0,New Property,0.22,568.0,0,0,0,0,0,2,0,"[0, 50)"
flat,indiabulls centrum park,sector 103,7788.0,3.0,3,3+,6.0,Relatively New,1.32,1300.0,1,0,0,0,0,0,49,"[0, 50)"
flat,apna enclave,sector 3,6154.0,3.0,3,1,0.0,Old Property,0.8,1000.0,0,0,0,0,0,0,0,"[0, 50)"
flat,emaar mgf palm studios,sector 66,13503.0,2.0,2,2,7.0,Relatively New,1.7,1185.0,0,0,0,0,1,0,99,"[50, 100)"
flat,m3m golfestate,sector 65,18519.0,3.0,3,3+,28.0,Relatively New,5.0,2800.0,0,1,0,1,0,2,165,"[150, 200)"
flat,emaar mgf palm terraces,sector 66,10598.0,5.0,5,3+,11.0,New Property,4.5,3670.0,0,1,0,0,0,0,105,"[100, 150)"
flat,experion the heartsong,sector 108,8238.0,3.0,4,3,3.0,Moderately Old,1.65,1771.32,1,0,0,0,0,2,75,"[50, 100)"
house,huda ashok vihar phase,sector 4,6643.924626380766,3.0,2,1,2.0,New Property,0.45444444444444443,684.0,1,0,0,0,0,0,7,"[0, 50)"
flat,paras dews,sector 106,9255.0,2.0,2,3+,1.0,New Property,0.87,1120.0,0,0,0,0,0,0,174,"[150, 200)"
flat,bestech park view ananda,sector 81,6985.0,2.0,2,2,14.0,Relatively New,0.95,1260.0,0,0,0,0,0,2,165,"[150, 200)"
flat,gls arawali homes,sohna road,6029.0,2.0,2,2,9.0,Relatively New,0.29,546.0,0,0,0,0,0,0,55,"[50, 100)"
flat,dlf the ultima,sector 81,11190.0,3.0,4,3+,7.0,Relatively New,2.2,2100.0,0,1,0,0,0,1,104,"[100, 150)"
flat,raheja vedaanta,sector 108,5214.0,3.0,3,3,3.0,Relatively New,0.95,1822.0,0,0,0,0,1,0,95,"[50, 100)"
flat,ramprastha the edge towers,sector 37d,5420.0,2.0,2,3,10.0,New Property,0.71,1100.0,0,0,0,0,1,0,38,"[0, 50)"
house,independent,sector 9,13333.333333333334,2.0,3,0,3.0,Old Property,1.2,900.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,madanpuri,39102.22222222222,2.0,1,1,3.0,New Property,1.7596,450.0,0,0,0,0,0,0,15,"[0, 50)"
flat,parsvnath exotica,sector 53,14679.0,3.0,4,3+,12.0,New Property,4.8,2895.0,0,0,0,0,0,0,69,"[50, 100)"
flat,godrej nature plus,sector 33,9677.0,3.0,3,3,6.0,Under Construction,1.5,1550.0,1,0,0,0,0,0,72,"[50, 100)"
flat,m3m urbana,sector 67,10894.0,1.0,1,1,17.0,Relatively New,0.95,826.0,0,0,0,0,0,0,49,"[0, 50)"
flat,ss the leaf,sector 85,8660.0,3.0,4,3+,17.0,Relatively New,1.99,2398.0,0,1,0,0,0,2,174,"[150, 200)"
flat,dlf new town heights,sector 90,5684.0,4.0,4,3+,7.0,Moderately Old,1.65,2727.0,0,0,0,0,0,0,117,"[100, 150)"
flat,gls arawali homes,sohna road,6076.0,2.0,2,2,11.0,Relatively New,0.35,546.0,0,0,0,0,0,0,64,"[50, 100)"
flat,belgravia resort residences,sector 48,18459.0,3.0,3,3,14.0,Moderately Old,3.45,1869.0,0,0,0,0,0,0,0,"[0, 50)"
house,nul,sector 25,17698.077824660104,9.0,9,3+,3.0,Old Property,5.033333333333333,2844.0,0,0,0,0,1,0,81,"[50, 100)"
flat,central park resorts,sector 48,28266.0,4.0,5,3+,2.0,Relatively New,11.25,4523.0,0,1,0,1,0,0,45,"[0, 50)"
house,dlf city plots,sector 26,3894.6436476316953,5.0,5,2,2.0,Moderately Old,1.7596,4518.0,1,1,0,0,1,2,104,"[100, 150)"
flat,m3m woodshire,sector 107,6589.0,2.0,2,3+,14.0,New Property,0.9,1366.0,0,0,0,0,0,0,67,"[50, 100)"
house,independent,sector 36,8100.445524503847,2.0,2,3,4.0,New Property,0.6666666666666666,823.0,0,0,0,0,0,0,0,"[0, 50)"
flat,supertech araville,sector 79,9000.0,2.0,2,3,6.0,New Property,1.35,1350.0,1,0,0,0,1,2,88,"[50, 100)"
house,independent,sector 50,6463.532353266976,6.0,6,0,2.0,Moderately Old,3.141923076923077,4861.0,0,0,0,0,0,0,0,"[0, 50)"
flat,m3m merlin,sector 67,14268.0,4.0,4,3+,15.0,Relatively New,4.5,3154.0,0,1,0,0,0,2,158,"[150, 200)"
flat,shree vardhman flora,sector 90,4614.0,2.0,2,3,9.0,New Property,0.7,1352.0,1,0,0,0,1,0,51,"[50, 100)"
flat,ashiana mulberry,sohna road,6198.0,2.0,2,3+,12.0,New Property,0.74,1375.0,0,0,0,0,0,0,67,"[50, 100)"
flat,m3m sierra 68,sector 68,8537.0,2.0,2,2,11.0,New Property,1.05,1200.0,0,0,0,0,0,2,127,"[100, 150)"
flat,godrej aria,sector 79,8844.0,2.0,2,2,7.0,Relatively New,1.3,1470.0,1,0,0,0,0,2,116,"[100, 150)"
flat,ashiana mulberry,sohna road,6485.0,2.0,2,3+,3.0,New Property,0.95,1175.97,1,0,0,0,0,0,89,"[50, 100)"
house,independent,garhi harsaru,19748.597081930417,2.0,1,0,0.0,Old Property,1.7596,891.0,0,0,0,0,0,0,0,"[0, 50)"
flat,smart world orchard,sector 61,13913.0,2.0,2,2,4.0,New Property,1.6,1307.0,1,0,0,0,1,0,29,"[0, 50)"
flat,tulip violet,sector 69,8917.0,3.0,3,1,12.0,Relatively New,1.4,1568.0,0,0,0,1,0,0,86,"[50, 100)"
flat,m3m heights,sector 65,15997.0,2.0,2,3,16.0,Under Construction,1.95,1261.0,0,0,0,0,0,0,44,"[0, 50)"
house,independent,sector 9,14598.540145985402,3.0,2,1,1.0,Old Property,1.2,822.0,0,0,0,0,0,0,0,"[0, 50)"
house,eros rosewood city,sector 49,12203.333333333332,3.0,3,3,2.0,Moderately Old,2.4406666666666665,2000.0,0,1,1,0,0,0,46,"[0, 50)"
flat,supertech hues,sector 68,6780.0,2.0,2,3+,14.0,New Property,0.8,1180.0,0,0,0,0,0,2,26,"[0, 50)"
flat,emaar palm gardens,sector 83,9263.0,3.0,3,3,5.0,Relatively New,1.76,1600.0,0,1,0,0,0,2,174,"[150, 200)"
house,independent,sector 25,7190.476190476191,9.0,9,0,1.0,Relatively New,5.033333333333333,7000.0,0,0,0,0,0,0,0,"[0, 50)"
flat,bestech park view residency,sector 2,7865.0,3.0,3,3+,8.0,Moderately Old,1.4,1780.0,0,0,0,0,0,0,92,"[50, 100)"
flat,emaar mgf emerald floors,sector 65,15758.0,3.0,3,3+,3.0,Relatively New,2.6,1650.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 2,11739.393939393938,1.0,1,0,1.0,Moderately Old,1.0565454545454545,900.0,0,0,0,0,0,0,0,"[0, 50)"
flat,eldeco accolade,sector 33,8043.0,2.0,2,2,0.0,Under Construction,1.2,1492.0,0,0,0,0,0,0,56,"[50, 100)"
house,independent,sector 43,23209.486166007904,1.0,1,0,1.0,Moderately Old,3.829565217391304,1650.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 24,64444.44444444443,2.0,4,3,3.0,Old Property,6.959999999999999,1080.0,0,0,0,0,0,0,15,"[0, 50)"
flat,dlf new town heights,sector 86,5942.0,4.0,4,3+,20.0,Relatively New,1.4,2356.0,0,1,0,1,0,0,65,"[50, 100)"
flat,m3m golfestate,sector 65,16667.0,3.0,3,3,2.0,Relatively New,5.0,3245.0,0,1,0,0,0,2,174,"[150, 200)"
flat,surya vihar rwa,sector 21,6500.0,5.0,5,2,2.0,Old Property,1.3,2400.0,1,1,1,0,0,2,42,"[0, 50)"
flat,signature global park,sohna road,6691.0,2.0,2,3,3.0,Relatively New,0.55,934.0,0,0,0,0,0,0,58,"[50, 100)"
flat,pareena coban residences,sector 99a,5809.0,3.0,3,3,3.0,Relatively New,1.16,1790.0,0,1,0,0,1,0,49,"[0, 50)"
flat,m3m the tree of life,sector 111,14551.0,3.0,3,3+,5.0,Under Construction,2.35,1615.0,0,0,0,0,0,0,0,"[0, 50)"
flat,emaar digihomes,sector 62,26562.0,3.0,3,3,8.0,Under Construction,4.25,1600.0,1,0,0,0,0,0,16,"[0, 50)"
flat,pareena micasa,golf course ext road,8667.0,3.0,3,3,12.0,Under Construction,1.3,1500.0,0,0,0,0,0,0,0,"[0, 50)"
flat,rail vihar cghs,sector 56,10385.0,3.0,2,2,1.0,Old Property,1.35,1275.0,0,0,0,0,1,0,159,"[150, 200)"
house,dlf city plots phase 2,sector 25,18641.975308641977,5.0,6,3+,3.0,Moderately Old,5.033333333333333,2700.0,1,1,1,1,0,0,131,"[100, 150)"
flat,mahindra aura,sector 110,9267.0,4.0,4,3+,2.0,Relatively New,2.25,2350.0,0,1,0,0,0,0,152,"[150, 200)"
flat,signature global solera,sector 107,6569.0,2.0,2,1,9.0,Relatively New,0.36,548.0,0,0,0,0,0,0,28,"[0, 50)"
flat,la vida by tata housing,sector 113,11338.0,3.0,4,3,15.0,New Property,3.05,2600.0,0,1,0,0,0,0,174,"[150, 200)"
flat,shree vardhman flora,sector 90,5323.0,2.0,2,3,9.0,New Property,0.7,1350.0,1,0,0,0,0,0,60,"[50, 100)"
house,independent,sector 14,11653.333333333334,3.0,3,3,1.0,Moderately Old,2.622,2250.0,0,0,0,0,0,0,25,"[0, 50)"
flat,shapoorji pallonji joyville gurugram,sector 102,13998.0,3.0,3,3,15.0,Under Construction,2.5,1827.0,0,0,0,0,0,0,151,"[150, 200)"
house,independent,sector 2,6785.776843580312,3.0,3,2,2.0,Old Property,1.0565454545454545,1557.0,0,0,0,0,0,0,8,"[0, 50)"
flat,godrej meridien,sector 106,16000.0,3.0,3,3+,6.0,Under Construction,3.2,2275.0,0,1,0,0,0,0,49,"[0, 50)"
flat,suncity vatsal valley,gwal pahari,9552.0,3.0,3,3,1.0,Relatively New,1.28,1523.0,0,0,0,0,0,2,49,"[0, 50)"
flat,tulip violet,sector 69,8871.0,3.0,3,2,1.0,Relatively New,1.65,1578.0,0,0,0,0,0,2,69,"[50, 100)"
flat,bptp terra,sector 37d,8298.0,2.0,2,2,0.0,Relatively New,1.17,1410.0,0,0,0,0,0,0,107,"[100, 150)"
flat,ats tourmaline,sector 109,10000.0,3.0,3,3,4.0,New Property,1.75,1466.0,0,0,0,0,0,0,31,"[0, 50)"
flat,shree vardhman victoria,sector 70,9231.0,3.0,3,3+,10.0,New Property,1.8,1950.0,0,0,0,0,1,2,49,"[0, 50)"
flat,ansal plaza,sector 2,10000.0,2.0,3,0,1.0,Moderately Old,1.0,1000.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 43,10910.44221479004,9.0,9,3+,4.0,Moderately Old,3.829565217391304,3510.0,0,1,0,0,0,0,7,"[0, 50)"
flat,chd avenue,sector 71,6215.0,3.0,4,3,0.0,Moderately Old,1.12,1802.0,0,1,0,0,0,0,65,"[50, 100)"
house,uppal southend,sector 49,149734.15132924335,2.0,6,3+,3.0,Moderately Old,2.4406666666666665,163.0,1,0,0,0,0,2,26,"[0, 50)"
flat,signature global park,sohna road,8036.0,3.0,2,2,2.0,Under Construction,0.9,1120.0,0,0,0,0,0,0,144,"[100, 150)"
flat,raheja vanya,sector 99a,6789.0,2.0,2,2,3.0,New Property,0.85,1252.0,0,0,0,0,0,0,43,"[0, 50)"
flat,raheja sampada,sector 92,4453.0,3.0,3,0,7.0,Relatively New,0.7,1572.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ireo victory valley,sector 67,16267.0,3.0,4,2,35.0,Relatively New,3.05,2200.0,1,1,0,0,0,2,165,"[150, 200)"
flat,adani oyster greens,sector 102,10058.0,3.0,3,3+,9.0,Relatively New,1.9,2147.0,1,0,1,1,0,0,0,"[0, 50)"
flat,dlf the primus,sector 82a,10516.0,3.0,3,3+,16.0,Relatively New,2.2,2092.0,0,1,0,0,0,1,174,"[150, 200)"
house,independent,sector 12,4235.2941176470595,4.0,4,1,2.0,Moderately Old,0.7200000000000001,1700.0,0,0,0,0,0,0,0,"[0, 50)"
flat,eldeco accolade,sohna road,4907.0,2.0,2,3+,10.0,Relatively New,0.715,965.0,1,0,0,0,0,0,49,"[0, 50)"
flat,krishna apartment,new sector 2 phase 2,4118.0,2.0,2,1,2.0,Relatively New,0.35,850.0,0,0,0,0,0,2,21,"[0, 50)"
house,farrukhnagar,"jat colony,fazilpur/taj nagar road",16710.351377018043,2.0,4,3+,2.0,Relatively New,1.7596,1053.0,1,0,0,0,0,2,16,"[0, 50)"
flat,shree vardhman victoria,sector 70,8384.0,3.0,5,3,3.0,Relatively New,1.64,1319.0,0,1,0,0,0,0,51,"[50, 100)"
flat,tulip ivory,sector 70,8333.0,4.0,5,3+,6.0,Moderately Old,2.0,2102.0,0,1,0,0,0,2,95,"[50, 100)"
flat,vatika sovereign next sector-82 a gurgaon,sector 82a,6700.0,4.0,4,3,6.0,Under Construction,2.91,3955.0,1,1,1,0,0,2,79,"[50, 100)"
flat,antriksh heights,sector 84,5012.0,4.0,4,3+,3.0,New Property,1.05,2095.0,1,0,0,0,0,0,66,"[50, 100)"
flat,shree vardhman victoria,sector 70,8462.0,3.0,3,2,6.0,Relatively New,1.65,2216.0,1,0,0,0,0,0,72,"[50, 100)"
house,eros rosewood city,sector 49,406777.77777777775,4.0,4,3,4.0,New Property,2.4406666666666665,60.0,0,0,0,0,0,2,27,"[0, 50)"
flat,smart world one,dwarka expressway,5933.0,3.0,4,3,6.0,Under Construction,1.65,3165.0,0,0,0,0,0,0,0,"[0, 50)"
house,emaar mgf marbella,sector 66,9009.152830991912,5.0,5,3+,3.0,New Property,2.9189655172413795,3240.0,0,1,1,1,0,2,106,"[100, 150)"
flat,ramprastha the edge towers,sector 37d,5537.0,3.0,3,3+,5.0,Relatively New,0.98,1675.0,0,0,0,1,0,0,174,"[150, 200)"
flat,pivotal riddhi siddhi,sector 99,4444.0,2.0,2,2,9.0,New Property,0.4,667.0,0,0,0,0,0,0,60,"[50, 100)"
house,international city by sobha phase 1,sector 109,7947.606142728094,4.0,5,3+,2.0,Relatively New,1.7596,2214.0,0,1,0,0,0,2,85,"[50, 100)"
flat,dlf regency park,sector 28,14545.0,2.0,2,2,3.0,Relatively New,1.6,1250.0,0,0,0,0,0,0,52,"[50, 100)"
house,independent,sector 26,13034.074074074075,2.0,5,3+,2.0,Old Property,1.7596,1350.0,0,0,0,0,0,0,7,"[0, 50)"
flat,tulip purple,sector 69,9000.0,4.0,5,3+,4.0,Relatively New,1.8,2200.0,0,1,0,0,0,0,165,"[150, 200)"
flat,spaze privy at,sector 84,6465.0,3.0,3,3,8.0,Relatively New,1.24,1650.0,1,0,0,0,0,2,158,"[150, 200)"
flat,godrej nature plus,sector 33,9955.0,3.0,2,3+,8.0,New Property,1.55,1769.0,0,0,0,0,0,0,43,"[0, 50)"
flat,godrej,sector 79,9046.0,3.0,4,3+,7.0,Relatively New,2.03,2244.0,0,1,0,0,0,0,118,"[100, 150)"
flat,m3m golfestate,sector 65,18127.0,3.0,4,3,19.0,Moderately Old,5.4,2979.0,1,1,0,0,0,2,174,"[150, 200)"
house,independent,sector 7,4667.258207630878,2.0,4,2,3.0,Moderately Old,0.526,1127.0,0,0,0,0,1,0,39,"[0, 50)"
house,independent,sector 4,7768.281101614434,4.0,2,2,2.0,Moderately Old,0.45444444444444443,585.0,0,0,0,0,0,0,0,"[0, 50)"
flat,adani m2k oyster grande,sector 102,10000.0,4.0,4,3+,11.0,Relatively New,4.55,4630.0,0,0,0,0,0,2,60,"[50, 100)"
flat,bestech park view residency,sector 2,8281.0,3.0,4,3+,11.0,Moderately Old,1.59,1920.0,0,1,0,0,0,0,100,"[100, 150)"
flat,birla navya,sector 63a,26872.0,3.0,3,3,4.0,New Property,3.23,1202.0,0,1,0,0,0,0,52,"[50, 100)"
flat,hsiidc sidco aravali,sector 1 imt manesar,3323.0,3.0,3,3+,3.0,Moderately Old,0.86,1900.0,0,1,0,0,0,0,81,"[50, 100)"
flat,dlf the ultima,sector 81,11726.0,3.0,3,2,4.0,Relatively New,2.5,2130.0,0,1,0,0,0,1,82,"[50, 100)"
flat,elan mercado,sector 80,12409.0,1.0,1,1,15.0,Relatively New,0.85,778.0,0,0,0,0,0,0,60,"[50, 100)"
flat,mvn athens,sohna road,5394.0,2.0,2,1,2.0,Relatively New,0.26,547.0,0,0,0,0,0,0,37,"[0, 50)"
flat,bestech park view city,sector 48,9335.0,4.0,5,3+,14.0,Moderately Old,4.25,4553.0,1,0,0,0,0,2,81,"[50, 100)"
flat,dlf the primus,sector 82a,10481.0,4.0,4,3+,18.0,Moderately Old,2.7,2576.0,0,1,0,0,0,0,38,"[0, 50)"
flat,vatika the seven lamps,sector 82,8754.0,3.0,3,3,11.0,Relatively New,1.37,2000.0,1,1,0,1,0,2,145,"[100, 150)"
house,independent,sector 25,8388.888888888889,6.0,5,2,3.0,Relatively New,5.033333333333333,6000.0,0,0,0,0,0,0,0,"[0, 50)"
flat,imperia the esfera,sector 37c,5702.0,2.0,2,0,17.0,Under Construction,0.95,1578.0,0,1,0,0,0,0,66,"[50, 100)"
flat,shree vardhman victoria,sector 70,7692.0,3.0,5,3,7.0,Relatively New,1.5,1319.0,0,1,0,0,0,2,174,"[150, 200)"
flat,pyramid urban,sector 67a,11855.0,2.0,2,2,2.0,Relatively New,0.62,594.0,0,0,0,0,0,0,64,"[50, 100)"
flat,sare homes,sector 92,4695.0,4.0,4,3,1.0,Moderately Old,0.8,1936.0,0,0,0,0,0,0,77,"[50, 100)"
house,vipul tatvam villa,sector 48,9574.074074074075,4.0,5,3+,2.0,Moderately Old,3.82962962962963,4000.0,1,1,0,1,0,2,49,"[0, 50)"
house,nirvana country,south city,3910.222222222222,6.0,7,3,3.0,Old Property,1.7596,4500.0,0,1,1,1,0,2,113,"[100, 150)"
flat,m3m sierra 68,sector 68,9076.0,2.0,2,3,9.0,Relatively New,1.13,1130.0,0,0,0,0,0,2,149,"[100, 150)"
flat,puri emerald bay,sector 104,9117.0,2.0,3,3,11.0,Relatively New,1.58,1700.0,0,1,0,0,0,0,101,"[100, 150)"
flat,signature global grand iva,sector 103,6250.0,2.0,2,2,10.0,Relatively New,0.5,688.0,0,0,0,0,0,0,8,"[0, 50)"
flat,smart world orchard,sector 61,14110.0,3.0,3,2,2.0,Under Construction,2.3,1630.0,1,0,0,0,0,0,79,"[50, 100)"
flat,dlf new town heights,sector 90,6736.0,3.0,3,3+,10.0,Relatively New,1.3,1929.0,0,1,0,1,0,2,129,"[100, 150)"
flat,microtek greenburg,sector 86,8446.0,3.0,4,3,12.0,Relatively New,1.93,2285.0,0,1,0,0,0,0,72,"[50, 100)"
flat,ashiana mulberry,sohna road,6143.0,2.0,2,3+,7.0,Moderately Old,0.9,1100.0,1,0,0,0,0,2,156,"[150, 200)"
flat,bestech park view sanskruti,sector 92,7568.0,3.0,4,3,16.0,Relatively New,1.55,1995.0,0,1,0,0,0,2,60,"[50, 100)"
flat,sbtl caladium,sector 109,6383.0,3.0,2,2,8.0,Relatively New,1.2,1880.0,0,0,0,0,0,0,151,"[150, 200)"
flat,awho sispal vihar,sector 49,7262.0,4.0,3,3+,4.0,Old Property,2.0,2754.0,0,0,0,0,0,0,65,"[50, 100)"
flat,smart world gems,sector 89,8903.0,2.0,2,2,1.0,Under Construction,0.95,657.0,1,0,0,0,0,0,122,"[100, 150)"
house,international city by sobha phase 2,sector 109,3258.5185185185187,4.0,4,3+,1.0,New Property,1.7596,5400.0,0,1,0,0,0,2,160,"[150, 200)"
flat,pyramid urban,sector 67a,8968.0,2.0,2,1,6.0,Relatively New,0.53,672.0,0,0,0,0,1,2,49,"[0, 50)"
flat,m3m skywalk,sector 74,12333.0,2.0,2,3,13.0,Relatively New,1.48,1300.0,0,0,1,0,0,0,158,"[150, 200)"
flat,sare homes,sector 92,5253.0,3.0,3,3,7.0,Relatively New,0.8,1731.0,1,0,0,0,0,2,80,"[50, 100)"
flat,signature global park,sohna road,8036.0,3.0,2,0,2.0,Under Construction,0.9,1120.0,0,0,0,0,0,0,58,"[50, 100)"
flat,experion the heartsong,sector 108,7950.0,2.0,3,3,4.0,Relatively New,1.02,1283.0,1,0,0,0,0,0,112,"[100, 150)"
house,independent,sector 26,3910.222222222222,6.0,8,3+,3.0,Moderately Old,1.7596,4500.0,1,1,1,1,0,2,103,"[100, 150)"
flat,dlf the primus,sector 82a,10338.0,3.0,3,3+,5.0,Relatively New,1.59,1748.0,0,0,0,0,1,1,167,"[150, 200)"
flat,pyramid urban homes 2,sector 86,6905.0,2.0,2,1,3.0,Relatively New,0.415,683.0,0,0,0,0,0,0,63,"[50, 100)"
flat,bestech park view residency,sector 2,8462.0,1.0,1,2,7.0,Moderately Old,0.55,650.0,0,0,0,0,0,0,31,"[0, 50)"
flat,chd avenue,sector 71,5532.0,4.0,4,3,5.0,Moderately Old,1.3,2350.0,0,1,0,0,0,0,126,"[100, 150)"
flat,godrej oasis,sector 88a,10162.0,2.0,2,3,15.0,Relatively New,1.19,1331.0,1,0,0,1,0,2,174,"[150, 200)"
house,independent,v block sector 24,6187.060478199719,6.0,7,3+,3.0,Moderately Old,1.7596,2844.0,1,1,1,1,0,2,131,"[100, 150)"
flat,m3m skywalk,sector 74,10714.0,2.0,2,1,8.0,New Property,1.5,1591.0,0,0,0,0,0,0,16,"[0, 50)"
flat,ats kocoon,sector 109,10501.0,3.0,4,3,13.0,Relatively New,2.2,1860.0,0,1,0,0,0,0,165,"[150, 200)"
flat,sbr minda sec 1 imt manesar,sector 1a imt manesar,4260.0,3.0,2,3+,6.0,Moderately Old,0.65,1734.0,0,0,0,0,0,0,5,"[0, 50)"
house,independent,sector 7,35540.54054054054,2.0,3,0,2.0,Old Property,0.526,148.0,0,0,0,0,0,0,0,"[0, 50)"
flat,m3m heights,sector 65,18493.0,2.0,2,3,4.0,New Property,2.65,1433.0,1,0,0,0,0,0,38,"[0, 50)"
flat,ats triumph,sector 104,8515.0,3.0,3,3+,3.0,New Property,1.95,2602.0,0,1,0,0,0,0,69,"[50, 100)"
flat,sare crescent parc,sector 92,7069.0,4.0,4,3,8.0,Relatively New,1.44,2318.0,0,0,0,0,0,0,37,"[0, 50)"
flat,mahindra aura,sector 110,8815.0,3.0,3,3+,7.0,Relatively New,1.8,1850.0,0,1,0,0,0,2,136,"[100, 150)"
house,independent,sector 57,15364.583333333336,4.0,4,2,2.0,Old Property,2.6550000000000002,1728.0,1,1,1,1,0,0,110,"[100, 150)"
flat,imperia the esfera,sector 37c,4886.0,3.0,3,2,0.0,New Property,0.86,1760.0,0,0,0,0,1,0,35,"[0, 50)"
house,unitech espace,sector 50,130370.25215448454,3.0,3,2,2.0,Moderately Old,3.141923076923077,241.0,0,1,0,0,0,2,66,"[50, 100)"
house,eldeco mansionz,sector 48,14183.813443072702,4.0,4,3+,2.0,Moderately Old,3.82962962962963,2700.0,0,1,0,0,0,0,69,"[50, 100)"
flat,tata primanti,sector 72,15561.0,3.0,4,3+,9.0,Moderately Old,3.4,2185.0,0,1,0,0,0,0,38,"[0, 50)"
flat,tulip violet,sector 69,10134.0,3.0,3,2,0.0,Relatively New,1.66,1638.0,0,0,0,0,0,0,157,"[150, 200)"
flat,orchid petals,sector 49,10984.0,5.0,5,3+,14.0,Moderately Old,4.52,4115.0,1,1,0,1,0,0,49,"[0, 50)"
house,emaar mgf marbella,sector 66,109324.5512075423,4.0,4,3+,3.0,Relatively New,2.9189655172413795,267.0,0,1,1,1,0,0,107,"[100, 150)"
flat,emaar gurgaon greens,sector 102,8788.0,3.0,3,2,7.0,Relatively New,1.45,1650.0,0,1,0,0,0,0,169,"[150, 200)"
flat,pivotal devaan,sector 84,6667.0,1.0,1,1,14.0,New Property,0.3,511.0,0,0,0,0,0,2,22,"[0, 50)"
flat,orchid petals,sector 49,11629.0,5.0,5,3+,14.0,Relatively New,4.79,4115.0,1,1,0,1,0,0,49,"[0, 50)"
flat,bestech altura,sector 79,8000.0,3.0,4,3+,5.0,Relatively New,1.72,1477.0,0,1,0,0,0,0,174,"[150, 200)"
flat,shapoorji pallonji joyville gurugram,sector 102,10378.0,2.0,2,2,11.0,New Property,1.4,1136.0,0,0,0,0,0,2,49,"[0, 50)"
flat,microtek greenburg,sector 86,8311.0,2.0,2,3,13.0,Relatively New,1.23,1480.0,1,0,0,0,0,0,6,"[0, 50)"
flat,dlf the skycourt,sector 86,8035.0,3.0,3,3+,12.0,Relatively New,1.55,1500.0,0,0,0,0,1,1,166,"[150, 200)"
flat,kiran residency,sector 56,6649.0,3.0,5,3+,4.0,Moderately Old,1.5,2250.0,1,0,0,1,0,2,134,"[100, 150)"
flat,kw royal court,sector 39,6250.0,5.0,4,3,9.0,Old Property,2.0,3636.0,0,1,0,0,0,1,49,"[0, 50)"
flat,tulip ivory,sector 70,8750.0,4.0,5,3+,5.0,Moderately Old,2.1,2102.0,0,1,0,0,0,2,120,"[100, 150)"
flat,ansal valley view estate,faridabad road,6452.0,2.0,2,0,9.0,Moderately Old,0.6,930.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 2,4347.923681257014,6.0,5,3+,3.0,Relatively New,1.0565454545454545,2430.0,0,1,0,0,0,0,91,"[50, 100)"
flat,ats kocoon,sector 109,10029.0,3.0,3,3,10.0,Relatively New,1.75,1550.0,0,0,0,1,0,2,49,"[0, 50)"
house,independent,sector 41,18981.48148148148,2.0,9,3+,4.0,Moderately Old,3.075,1620.0,1,1,0,0,0,2,36,"[0, 50)"
house,independent,sector 26,9775.555555555555,3.0,5,3+,3.0,Old Property,1.7596,1800.0,0,0,0,0,0,2,9,"[0, 50)"
flat,godrej nature plus,sector 33,14335.0,2.0,2,3,1.0,Under Construction,1.65,1308.0,0,0,0,0,0,0,38,"[0, 50)"
